1 1.94059
2 2.82119
3 3.6918
4 4.52556
5 5.32505
6 6.08283
7 6.80263
8 7.36161
9 7.9066
10 8.49072
11 9.07369
12 9.59926
13 10.1682
14 10.6684
15 11.2194
16 11.5744
17 12.0908
18 12.4967
19 12.8552
20 13.2873
21 13.6267
22 13.9766
23 14.2991
24 14.629
25 14.9737
26 15.2177
27 15.4467
28 15.6947
29 15.97
30 16.2602
31 16.5364
32 16.6921
33 16.8606
34 17.0054
35 17.1822
36 17.3702
37 17.5324
38 17.6575
39 17.8078
40 17.9226
41 18.1194
42 18.156
43 18.2753
44 18.3902
45 18.4873
46 18.601
47 18.6878
48 18.896
49 18.9863
50 19.0894
51 19.1874
52 19.2588
53 19.3599
54 19.4407
55 19.4416
56 19.501
57 19.547
58 19.7406
59 19.8392
60 19.9077
61 19.9834
62 20.1331
63 20.2388
64 20.3328
65 20.4444
66 20.6144
67 20.7455
68 20.7535
69 20.8846
70 20.932
71 20.9432
72 21.0323
73 21.1317
74 21.1462
75 21.1902
76 21.3173
77 21.4473
78 21.6835
79 21.8041
80 21.9974
81 22.1197
82 22.2811
83 22.3685
84 22.5744
85 22.7541
86 22.8669
87 23.0249
88 23.1682
89 23.3893
90 23.6887
91 23.974
92 24.2499
93 24.4787
94 24.8189
95 25.0674
96 25.3413
97 25.6641
98 26.0591
99 26.3568
100 26.7149
101 27.0728
102 27.4579
103 27.8223
104 28.1822
105 28.7381
106 29.2382
107 29.7312
108 30.2813
109 30.8258
110 31.3708
111 31.9314
112 32.5278
113 33.2057
114 34
115 34.7021
116 35.529
117 36.421
118 37.3642
119 38.4165
120 40
