2 4 6 6 9 13 18 16 18 22 27 31 32 33 38 39 38 38 39 40 
3 2 4 5 4 5 6 8 12 16 17 21 26 32 35 38 38 38 38 40 
3 4 6 11 7 8 12 15 15 9 12 11 15 13 23 30 30 34 39 40 
4 3 4 4 6 9 14 15 18 24 26 27 27 27 24 29 34 36 39 40 
1 4 7 11 16 17 20 18 21 25 25 30 31 33 36 36 36 38 39 40 
1 2 1 3 5 11 15 17 16 20 28 32 32 31 32 34 39 39 39 40 
2 4 6 6 9 9 12 19 24 30 31 30 36 35 36 36 38 37 38 40 
3 4 4 7 13 23 24 26 28 29 25 26 30 31 32 36 37 38 39 40 
2 5 10 13 15 17 14 22 24 30 26 29 30 26 32 36 38 37 39 40 
2 3 3 4 6 6 8 13 16 17 24 32 35 35 35 34 37 39 39 40 
2 3 3 4 5 12 18 23 20 18 20 26 21 19 21 29 28 33 37 40 
3 4 5 6 7 11 10 11 16 15 23 22 25 30 26 31 34 38 39 40 
2 5 7 6 8 15 17 14 10 15 19 25 28 26 28 33 34 33 37 40 
1 2 4 3 5 11 13 17 18 21 24 27 29 30 31 35 34 36 38 40 
3 3 4 6 7 5 9 7 5 5 6 11 16 22 29 34 35 37 39 40 
2 2 6 10 11 12 19 24 19 19 22 30 34 35 35 37 37 35 39 40 
5 6 8 6 7 9 11 14 14 18 17 18 21 22 23 28 31 32 38 40 
2 4 7 10 11 15 19 21 27 25 23 25 29 29 28 29 30 33 38 40 
1 2 5 6 9 9 12 17 19 23 26 31 28 33 36 38 39 39 39 40 
4 4 1 2 5 5 9 6 4 5 5 5 7 10 17 22 28 33 38 40 
6 9 8 9 10 13 18 22 20 22 23 21 25 25 28 35 35 37 39 40 
2 4 7 9 9 8 10 10 15 19 22 26 35 34 34 35 36 38 38 40 
2 3 5 7 7 9 17 18 16 22 27 27 28 31 32 34 36 36 37 40 
1 3 5 7 7 11 13 22 24 26 30 29 32 28 29 33 35 38 39 40 
3 7 11 9 10 11 14 18 24 22 25 30 36 37 36 36 38 39 39 40 
2 4 3 4 1 2 2 4 4 7 8 10 16 19 26 33 35 38 39 40 
1 2 4 3 2 5 10 7 8 13 14 18 20 25 31 36 38 39 39 40 
2 2 4 7 6 9 17 23 24 27 26 30 32 34 35 36 38 39 39 40 
1 2 4 4 9 13 19 21 22 29 28 31 33 33 35 38 39 39 39 40 
3 4 3 4 4 5 7 7 8 13 13 17 20 24 25 25 30 34 37 40 
1 1 4 2 3 3 7 7 7 13 15 21 28 30 30 35 36 37 38 40 
2 2 3 5 8 11 14 19 21 29 30 34 33 37 39 39 39 38 39 40 
1 4 10 15 16 14 18 16 23 22 23 29 33 34 34 35 35 37 38 40 
2 2 3 3 4 8 9 10 16 14 23 22 29 27 29 35 37 38 38 40 
3 4 7 8 9 15 18 17 19 19 18 25 30 32 35 36 38 38 38 40 
2 6 7 8 12 13 20 23 24 28 33 33 34 31 35 35 37 39 37 40 
2 4 6 5 4 5 6 7 9 12 18 21 23 25 23 29 35 37 37 40 
1 3 5 8 8 13 16 20 23 23 24 31 33 39 39 38 37 37 38 40 
2 4 3 5 8 7 3 6 5 8 11 15 19 24 32 35 36 39 39 40 
2 5 5 8 7 10 11 9 9 11 14 15 17 21 27 31 35 37 39 40 
1 3 2 2 6 7 9 7 3 6 9 13 16 20 26 28 32 34 39 40 
3 7 9 10 13 9 12 17 19 25 26 25 31 28 30 31 32 36 38 40 
5 6 8 14 18 13 15 15 13 16 17 23 27 32 29 33 34 36 38 40 
1 4 8 9 7 10 12 15 16 22 25 31 34 33 35 33 38 39 39 40 
2 5 8 12 12 9 19 20 18 17 23 22 27 32 34 36 37 38 39 40 
1 2 2 4 4 9 12 16 20 19 21 25 25 29 32 34 37 38 39 40 
3 7 5 9 13 17 23 23 24 26 31 32 32 32 32 32 32 35 38 40 
2 3 3 4 6 9 13 16 19 23 23 29 31 30 32 33 35 37 38 40 
2 4 4 5 5 6 13 15 13 11 11 14 17 21 28 30 30 33 39 40 
2 4 4 3 2 5 10 13 18 19 19 25 25 29 32 35 35 38 39 40 
1 2 3 4 10 9 8 12 20 23 28 29 30 30 30 35 34 35 37 40 
4 7 11 11 15 16 22 22 26 26 25 26 29 30 34 36 38 38 39 40 
1 2 3 4 3 5 10 12 11 10 13 16 22 25 31 35 37 39 39 40 
3 3 3 7 8 10 12 19 21 21 23 25 24 26 28 30 33 36 39 40 
1 1 1 4 4 3 5 5 5 7 10 14 17 18 22 28 32 35 39 40 
2 4 3 3 6 10 7 13 19 23 24 25 25 27 31 36 38 39 39 40 
3 6 10 9 9 13 16 18 23 22 30 29 30 31 33 32 35 34 38 40 
3 2 2 1 2 6 7 11 16 17 18 19 22 27 32 34 35 35 37 40 
1 2 2 2 4 6 6 9 11 14 17 21 22 29 29 33 35 36 39 40 
4 7 8 12 13 13 17 18 20 22 21 25 28 29 30 30 34 36 37 40 
4 6 7 9 10 12 14 18 21 26 24 24 30 28 30 37 36 38 39 40 
3 5 7 11 10 9 16 22 25 25 29 31 33 33 32 35 36 38 39 40 
2 3 3 3 4 6 8 9 15 20 21 17 26 28 31 35 37 38 39 40 
3 4 11 12 12 18 22 27 21 18 19 18 21 21 23 29 31 36 38 40 
3 6 7 7 9 9 11 15 20 24 22 24 25 28 34 34 35 38 38 40 
1 2 4 5 9 17 17 20 19 24 24 26 30 31 33 30 33 36 37 40 
4 6 11 17 13 18 23 25 28 32 33 36 36 37 36 37 39 39 39 40 
3 5 2 2 2 2 2 3 4 7 12 14 21 25 31 38 38 39 39 40 
4 4 4 12 13 14 14 14 19 17 16 11 15 20 23 30 32 36 37 40 
2 2 1 4 7 8 13 18 22 28 32 35 35 38 38 38 38 36 38 40 
2 2 3 6 6 9 11 17 23 17 20 24 29 31 32 34 37 35 37 40 
2 5 6 6 9 8 9 14 15 18 19 24 32 36 35 37 39 39 39 40 
1 1 1 1 1 1 3 6 12 15 22 21 26 28 29 30 33 36 38 40 
1 1 2 2 1 4 8 11 9 10 19 22 27 28 28 35 37 39 38 40 
2 2 4 5 5 7 7 16 14 14 13 18 22 27 32 34 35 37 37 40 
5 3 7 7 6 9 12 9 10 13 15 17 20 27 32 35 39 39 39 40 
1 3 6 6 10 9 10 13 18 18 17 20 25 22 22 27 30 36 38 40 
2 2 3 3 4 7 11 10 13 18 23 25 24 25 33 32 35 37 39 40 
2 3 2 4 4 3 4 5 6 10 15 25 29 32 35 35 37 37 39 40 
1 4 9 12 14 18 21 22 21 25 23 27 30 31 36 36 36 37 38 40 
2 2 4 4 7 10 11 10 11 17 19 22 24 28 33 32 31 34 36 40 
2 3 5 6 10 12 10 14 13 18 24 28 34 33 34 35 36 35 39 40 
2 4 7 12 15 9 15 21 23 21 20 28 31 30 32 37 37 37 36 40 
3 7 8 10 13 9 11 13 18 20 21 25 28 33 34 35 37 37 39 40 
1 3 3 5 11 18 19 17 16 18 21 23 22 19 28 36 38 39 39 40 
3 5 7 5 7 8 9 12 11 11 11 15 23 21 25 31 31 37 39 40 
1 1 1 1 1 2 4 9 6 7 13 20 19 18 25 33 35 35 37 40 
2 3 5 5 4 4 5 9 12 21 22 22 23 24 30 28 31 34 36 40 
2 3 3 3 3 3 5 11 11 19 22 29 28 35 34 38 36 39 39 40 
2 3 4 3 5 8 9 11 8 11 14 20 23 24 25 28 31 34 38 40 
2 5 7 6 8 9 11 10 17 21 22 25 28 26 28 32 35 38 39 40 
1 2 2 6 7 10 8 15 22 20 19 15 16 21 19 27 33 38 38 40 
2 6 8 10 9 12 11 13 14 15 17 25 22 22 21 29 32 35 38 40 
2 3 6 8 13 15 13 14 14 18 20 25 25 29 34 35 36 38 39 40 
3 2 2 5 10 12 16 19 19 22 23 27 26 25 32 31 35 37 38 40 
4 7 12 13 19 19 23 24 26 31 29 33 35 34 31 32 33 38 39 40 
2 8 10 12 17 20 21 19 17 18 23 23 23 19 19 25 27 30 36 40 
2 4 9 11 8 12 16 15 23 28 33 32 35 31 33 35 37 38 39 40 
4 5 6 8 14 13 15 14 17 20 22 23 27 32 33 34 38 39 39 40 
2 3 5 4 8 12 18 21 27 29 29 30 31 31 33 32 35 39 39 40 
3 4 8 5 8 10 11 10 16 17 22 34 35 37 37 35 38 38 39 40 
1 2 3 5 5 5 10 15 18 20 24 28 31 32 31 29 31 33 36 40 
3 4 4 5 7 9 13 12 17 21 25 26 23 22 26 28 29 36 38 40 
3 2 4 7 18 14 13 12 16 18 23 27 27 32 32 34 39 38 39 40 
2 3 2 3 4 6 8 5 8 9 13 15 13 21 22 18 25 31 38 40 
2 4 7 8 8 18 22 25 24 25 31 34 36 34 30 30 29 34 39 40 
4 7 12 13 18 19 19 23 29 24 23 22 25 29 30 32 34 36 39 40 
6 6 10 13 18 19 17 15 24 22 29 30 31 30 34 33 33 38 39 40 
3 6 13 17 17 18 20 18 22 21 23 22 25 28 33 37 37 38 37 40 
1 4 8 10 8 4 4 4 5 11 15 18 23 25 28 32 36 38 38 40 
2 3 4 8 12 12 17 23 26 26 22 25 27 24 31 33 36 36 39 40 
3 5 11 11 17 20 21 23 23 26 28 28 30 32 35 36 36 37 36 40 
1 1 2 3 5 6 3 2 4 6 12 13 11 18 17 29 36 35 37 40 
2 5 9 12 12 13 12 19 23 21 22 23 30 34 33 35 38 39 39 40 
2 3 5 3 2 2 9 9 17 19 23 28 32 35 35 39 38 39 39 40 
2 6 8 8 10 10 10 13 14 20 25 23 21 19 17 20 24 31 36 40 
1 3 5 8 7 9 13 15 19 19 21 22 22 26 28 27 30 33 38 40 
1 3 4 6 7 5 6 8 13 16 19 22 19 23 24 28 31 33 38 40 
4 5 10 11 12 13 14 9 16 19 22 17 17 23 26 33 34 33 36 40 
2 3 4 4 3 8 8 13 14 20 27 30 34 35 34 34 38 38 39 40 
4 4 5 6 10 8 9 16 22 23 20 24 25 29 32 37 32 36 38 40 
1 4 5 8 13 14 13 14 15 17 24 25 25 23 23 29 33 37 39 40 
2 2 4 9 12 18 19 23 26 25 22 25 29 30 33 33 35 35 39 40 
2 5 7 11 14 16 20 21 22 27 29 29 28 29 31 38 37 37 38 40 
4 5 3 4 7 13 17 22 19 24 23 27 29 35 34 34 36 38 39 40 
1 4 2 2 6 12 13 13 14 19 20 24 21 26 24 29 33 38 38 40 
2 4 2 4 3 3 3 8 12 15 19 22 24 25 24 29 34 38 39 40 
1 2 3 6 10 13 17 17 18 22 24 27 29 31 33 33 34 39 38 40 
1 1 2 3 7 8 10 10 12 12 18 24 25 26 29 29 29 34 38 40 
3 2 5 6 9 13 19 24 31 28 31 35 37 37 39 39 38 39 39 40 
2 3 3 5 7 9 11 7 13 18 23 23 22 24 30 32 35 38 37 40 
3 5 6 8 7 12 20 20 23 17 18 24 28 32 37 38 39 39 39 40 
3 5 8 8 6 5 8 8 7 14 21 23 26 30 34 36 38 36 38 40 
2 5 3 7 10 11 16 19 22 27 29 27 31 33 31 35 35 37 38 40 
3 4 6 5 9 9 11 12 18 25 29 37 34 38 38 37 38 39 39 40 
2 3 5 9 8 8 13 14 21 22 25 25 30 27 30 30 33 37 39 40 
2 3 2 3 5 4 8 9 13 13 20 23 26 30 34 32 35 36 39 40 
2 2 4 4 7 6 8 9 9 9 13 14 17 22 26 31 33 36 39 40 
2 4 3 4 9 6 9 11 16 16 16 21 25 30 31 35 36 38 39 40 
4 5 4 5 5 8 9 12 16 18 22 26 28 27 33 34 35 36 37 40 
2 1 2 2 3 3 5 3 7 8 10 12 16 18 23 25 33 37 37 40 
1 4 6 11 9 12 9 11 9 10 16 20 21 27 31 30 33 35 35 40 
2 1 3 6 10 13 15 13 11 14 17 19 24 22 27 31 35 37 39 40 
1 1 2 2 3 3 6 4 5 12 13 15 16 21 25 31 35 38 38 40 
2 3 6 6 5 8 8 14 21 24 21 25 27 30 35 35 36 39 39 40 
2 3 2 5 6 11 11 15 16 13 14 17 19 25 28 29 34 39 39 40 
4 12 12 6 7 7 10 13 21 28 28 33 34 33 33 33 33 36 37 40 
2 2 5 9 14 17 19 18 26 26 23 26 30 37 34 32 34 36 39 40 
1 2 1 2 2 2 5 8 9 10 11 18 25 28 32 37 36 36 39 40 
3 3 3 8 10 8 12 18 26 28 27 26 28 32 31 28 34 38 38 40 
1 2 1 3 5 8 12 15 16 17 18 20 17 19 23 20 25 33 35 40 
2 4 6 13 13 10 10 12 13 12 12 14 15 14 21 22 27 33 38 40 
2 1 2 5 6 9 9 7 10 15 18 22 27 31 34 36 36 38 38 40 
2 3 2 2 5 7 7 11 15 22 19 22 25 26 29 28 31 37 39 40 
2 1 3 5 8 7 8 13 21 22 23 23 24 29 32 38 39 39 38 40 
3 4 5 6 6 9 9 13 13 12 17 26 26 27 31 33 38 38 39 40 
3 2 2 1 2 3 5 11 13 16 21 21 20 30 33 35 37 35 39 40 
1 3 6 9 9 7 10 10 13 15 18 22 25 25 30 31 30 32 39 40 
1 4 9 10 9 14 16 14 20 19 20 25 31 30 30 31 36 37 39 40 
2 5 8 9 9 10 9 12 12 7 10 13 21 29 31 35 37 38 39 40 
3 3 8 13 17 18 18 17 23 26 24 29 27 31 36 37 39 38 38 40 
4 4 7 11 13 15 22 26 26 24 28 29 32 36 37 38 36 38 39 40 
2 3 3 4 6 9 10 14 20 20 22 24 22 24 27 29 28 33 38 40 
3 6 3 6 7 9 13 16 18 21 23 28 30 28 33 34 37 39 39 40 
1 4 6 10 16 16 21 21 18 20 18 25 29 27 32 33 35 39 38 40 
1 2 5 8 9 17 22 24 26 29 28 33 35 32 32 34 38 37 38 40 
4 6 8 10 12 17 17 16 21 25 29 27 30 33 33 36 37 39 39 40 
5 10 13 8 10 11 9 10 12 17 21 30 31 31 31 31 32 32 37 40 
2 4 5 7 5 6 11 16 21 19 24 28 31 35 36 37 37 38 38 40 
4 7 8 14 17 17 21 22 27 32 34 36 32 33 36 37 37 37 39 40 
4 4 6 8 11 14 18 22 26 29 27 29 34 34 37 36 37 38 38 40 
2 3 10 12 21 27 26 30 30 32 31 30 30 33 33 36 34 37 39 40 
3 6 7 7 12 10 8 10 15 21 25 24 29 30 32 36 37 35 35 40 
4 7 13 17 22 20 21 22 22 31 34 31 30 33 37 36 38 39 39 40 
2 4 6 9 12 15 22 28 27 25 24 33 30 30 29 32 34 37 37 40 
1 3 3 3 6 9 16 13 16 17 18 22 25 33 32 34 37 37 39 40 
2 3 3 3 4 7 9 12 14 17 22 30 29 33 34 39 38 39 39 40 
3 3 3 6 6 10 11 17 24 23 29 28 29 27 31 34 37 35 37 40 
2 6 9 13 14 11 13 15 11 10 11 17 19 22 28 27 31 37 39 40 
1 2 2 3 3 4 7 12 17 14 20 24 24 25 29 31 28 34 39 40 
2 4 4 3 4 6 5 7 12 11 10 12 14 14 21 19 33 34 39 40 
1 2 3 6 7 8 11 14 18 22 23 26 30 27 29 32 31 38 38 40 
3 2 2 2 1 2 4 7 14 19 18 17 18 20 27 35 35 36 37 40 
3 2 2 4 4 8 10 11 18 19 20 25 26 30 33 33 36 37 39 40 
2 2 2 6 10 12 15 16 15 16 15 18 22 25 24 26 27 30 32 40 
2 2 1 3 4 4 3 3 9 10 17 18 21 27 30 32 34 38 39 40 
2 2 3 6 4 5 6 7 10 9 13 18 23 24 27 31 34 34 37 40 
2 4 5 9 8 11 10 12 18 21 18 21 23 28 27 29 31 36 37 40 
1 2 5 7 8 15 17 18 17 21 23 27 34 34 36 39 39 39 39 40 
1 2 4 2 2 7 11 18 19 22 21 26 26 29 33 34 37 37 38 40 
2 3 1 2 4 5 6 9 13 13 20 22 26 27 29 28 33 37 39 40 
3 5 3 5 8 12 15 16 13 17 14 13 14 20 24 29 30 36 39 40 
2 2 3 4 5 8 15 19 23 29 31 35 36 37 38 38 39 39 39 40 
3 10 11 12 13 14 17 23 25 20 22 26 24 22 29 34 38 39 39 40 
1 2 4 5 7 7 10 12 20 20 26 29 28 29 28 31 36 39 39 40 
2 3 3 4 7 12 12 14 18 14 17 23 24 26 33 35 39 39 39 40 
4 7 9 11 16 19 20 15 19 22 23 25 28 28 32 36 37 38 39 40 
2 4 7 12 9 11 11 16 15 13 17 21 19 20 27 32 37 39 39 40 
3 5 6 10 16 18 17 23 24 25 26 29 28 34 33 35 35 35 36 40 
2 2 4 7 12 15 10 7 10 14 22 29 31 34 34 34 37 37 39 40 
2 3 6 11 19 22 25 23 23 30 30 30 29 30 35 38 39 39 38 40 
2 4 6 9 11 18 21 28 29 31 34 36 37 37 37 37 36 39 39 40 
3 5 6 8 14 18 23 25 23 24 28 28 33 32 35 35 35 37 38 40 
2 2 6 11 15 16 18 17 18 17 18 16 19 21 25 27 32 34 38 40 
3 5 5 6 8 6 9 12 16 25 29 31 27 28 30 31 33 38 39 40 
3 5 8 16 16 12 13 13 19 28 33 34 36 36 37 34 38 39 39 40 
1 2 4 5 8 8 6 7 11 13 11 13 14 23 26 27 33 36 37 40 
3 6 12 18 20 21 25 31 33 34 35 38 38 38 38 38 37 38 38 40 
1 4 7 10 11 12 12 17 17 21 20 21 21 23 27 32 36 36 36 40 
2 3 7 4 4 7 6 9 7 8 15 18 23 24 30 32 33 32 35 40 
5 5 8 11 12 12 10 10 8 10 11 16 22 27 32 34 37 37 39 40 
2 3 8 15 13 14 14 18 18 23 22 26 30 31 29 31 34 36 38 40 
4 5 6 9 12 12 16 15 15 17 15 22 23 27 29 29 33 35 35 40 
4 2 3 8 10 12 15 16 23 23 24 28 28 32 32 34 35 36 39 40 
4 6 7 10 12 11 10 11 13 14 17 23 21 24 27 33 31 34 37 40 
1 3 5 11 17 17 20 24 26 24 22 24 25 32 33 33 32 37 37 40 
4 4 3 2 3 4 6 7 9 20 24 22 20 27 28 30 34 35 39 40 
1 3 4 7 8 10 15 17 20 22 20 22 29 33 35 33 35 36 39 40 
3 2 3 1 1 4 4 6 6 9 13 17 21 22 28 33 36 36 39 40 
2 1 2 3 6 10 13 9 17 24 25 26 27 31 31 36 37 38 39 40 
2 3 4 4 6 5 9 14 18 24 25 23 26 27 34 36 38 39 39 40 
1 2 5 9 12 15 19 22 25 31 31 33 32 33 34 35 38 39 39 40 
2 2 2 3 6 8 12 10 7 10 10 12 17 24 31 35 36 36 38 40 
2 3 6 6 9 13 13 15 20 23 23 21 20 20 26 29 28 34 37 40 
2 4 4 11 14 16 17 19 21 19 23 23 25 27 25 31 32 34 39 40 
2 1 3 5 9 7 6 11 16 15 20 24 23 23 27 34 33 36 37 40 
1 1 2 4 7 9 11 10 11 16 24 28 37 37 37 34 34 37 39 40 
1 4 6 8 11 19 18 22 26 25 32 29 31 34 35 36 35 37 38 40 
3 3 3 6 5 5 7 7 6 9 8 12 14 16 23 33 35 38 38 40 
2 5 6 5 4 1 2 3 5 7 10 11 18 21 23 27 30 36 38 40 
3 5 6 8 12 13 17 18 21 21 19 23 25 22 29 30 35 39 39 40 
3 6 2 3 2 3 2 4 8 10 7 11 17 21 25 29 33 35 37 40 
2 3 5 8 8 11 14 16 17 19 23 24 24 28 29 28 30 34 37 40 
3 7 11 15 13 20 23 28 28 29 28 31 33 35 36 36 37 36 39 40 
1 4 4 2 6 9 12 14 19 24 16 17 23 28 30 34 38 39 39 40 
1 2 5 6 9 6 5 4 5 5 8 10 14 18 21 25 30 33 38 40 
4 6 14 14 18 25 27 33 33 32 30 32 34 29 28 29 33 35 38 40 
2 3 5 6 8 12 13 13 12 12 15 14 14 15 21 25 32 37 39 40 
1 2 4 5 8 13 10 12 14 21 23 26 25 22 21 26 32 33 36 40 
2 2 3 5 5 9 10 15 18 22 28 25 25 28 30 34 37 38 39 40 
2 4 10 16 17 20 21 21 16 21 25 26 31 32 35 37 37 38 37 40 
5 5 6 8 15 23 28 30 33 30 30 27 24 29 32 35 34 37 39 40 
1 3 8 10 5 10 9 7 7 8 12 20 23 28 30 30 34 38 39 40 
1 3 4 6 10 12 14 12 16 21 21 25 23 25 25 32 34 34 37 40 
4 5 8 10 9 11 16 17 18 21 28 27 29 29 28 30 34 36 37 40 
3 4 7 4 6 10 17 19 20 24 27 27 29 33 35 33 33 38 39 40 
3 4 3 7 8 11 12 14 19 21 25 25 27 29 32 33 36 36 37 40 
2 4 9 7 8 8 10 12 13 15 18 20 25 28 32 37 39 39 39 40 
1 2 3 4 9 8 8 9 12 15 11 19 19 17 23 26 32 32 37 40 
1 3 6 10 9 12 15 16 22 27 30 29 34 36 35 32 35 38 39 40 
3 6 6 8 9 6 8 12 18 21 20 22 25 35 33 36 38 39 39 40 
3 7 7 11 15 12 21 27 28 33 31 32 32 34 36 37 37 37 38 40 
2 7 13 15 18 23 31 35 32 35 32 32 31 32 34 36 37 39 39 40 
2 1 4 4 9 14 13 20 16 18 22 29 29 34 34 34 36 37 38 40 
2 5 9 11 12 18 16 20 25 30 25 32 33 36 35 33 32 33 39 40 
1 1 4 6 7 10 13 11 21 22 26 28 30 34 34 34 33 36 39 40 
1 2 2 4 2 3 8 13 16 20 20 25 28 31 33 31 33 36 38 40 
4 4 8 13 19 20 22 23 22 25 25 25 23 25 26 27 36 36 38 40 
2 3 5 4 8 9 11 13 11 9 14 12 20 28 28 30 31 35 37 40 
5 8 12 14 14 11 18 20 20 25 26 30 31 32 29 32 33 36 38 40 
1 2 4 7 6 6 10 14 18 17 18 22 24 24 24 30 30 31 38 40 
3 3 3 5 6 10 9 10 15 15 19 17 18 22 25 26 31 34 38 40 
1 2 3 3 5 3 3 6 9 11 14 21 24 27 27 31 36 37 39 40 
2 2 2 2 4 8 9 12 20 26 30 34 34 38 38 37 36 38 38 40 
