1 2 4 8 9 9 7 6 4 8 7 2 2 2 2 2 3 5 6 3 3 2 2 4 4 6 7 7 4 6 8 12 12 13 13 12 15 21 24 26 25 28 21 18 16 20 18 14 9 6 10 10 11 7 11 12 13 20 21 25 22 26 23 29 32 36 35 37 36 34 38 37 37 37 37 37 36 35 39 40 
1 1 1 2 2 3 8 3 5 2 2 1 1 2 1 1 1 2 2 2 2 3 2 2 2 2 5 5 5 6 9 12 18 20 15 18 15 16 15 19 20 19 23 25 23 27 30 28 31 28 24 21 23 21 23 24 21 21 24 24 26 29 32 29 30 30 31 27 29 30 27 26 29 29 29 32 33 37 37 40 
1 3 3 3 6 3 2 2 5 8 8 11 11 8 10 12 14 10 7 9 8 10 10 14 15 19 23 27 25 26 24 23 24 25 24 29 32 36 35 32 29 28 26 26 26 24 25 25 27 29 29 33 36 35 35 33 34 31 32 32 29 30 31 29 29 32 30 32 32 29 33 33 38 38 38 38 39 39 39 40 
2 4 6 5 3 1 1 2 1 3 4 4 3 5 5 8 12 8 10 7 3 1 1 1 1 3 4 4 3 3 1 1 2 2 5 9 9 9 12 13 15 20 22 19 27 31 31 32 31 32 29 30 31 32 30 28 27 23 22 23 28 28 27 35 34 35 37 38 37 36 39 39 38 37 38 39 39 39 39 40 
4 3 4 4 7 5 4 4 4 10 7 8 9 11 8 8 6 9 11 17 17 19 21 26 25 27 25 18 21 22 19 23 19 26 28 28 29 28 32 33 26 31 29 33 29 27 30 28 34 30 27 27 23 23 20 19 16 21 23 24 24 27 31 32 31 31 32 36 34 34 32 34 32 31 32 34 39 37 39 40 
1 2 4 5 6 8 6 10 10 6 4 9 7 10 9 11 7 5 6 8 12 19 16 14 13 12 11 13 11 12 10 9 13 15 17 20 22 24 32 33 30 30 35 37 35 30 30 31 32 30 34 30 31 32 33 33 37 33 32 33 32 31 32 29 30 28 27 25 22 24 24 22 26 35 37 38 38 38 39 40 
4 9 6 3 2 4 5 4 3 4 5 8 7 8 11 10 9 15 12 13 11 9 11 8 13 15 19 18 23 30 34 32 28 31 34 31 34 37 34 30 25 31 30 31 30 30 33 36 37 36 35 34 35 34 34 33 32 30 32 33 33 32 32 26 22 23 27 25 28 30 29 28 29 31 36 34 36 37 39 40 
3 3 3 2 3 2 3 3 2 2 4 5 7 12 14 14 13 11 10 12 13 11 11 12 13 9 9 15 20 23 17 19 15 20 23 27 29 30 29 30 31 27 30 33 35 35 35 38 37 36 36 31 27 21 22 22 20 24 21 21 26 31 27 28 28 24 28 32 33 37 38 36 38 39 39 39 39 38 38 40 
2 2 4 7 6 9 8 7 8 11 11 16 19 20 21 21 29 27 32 29 26 22 20 17 19 15 13 12 12 9 8 11 7 10 10 5 9 8 10 14 15 16 19 20 19 22 24 28 25 27 24 24 29 32 35 38 36 35 31 32 30 28 31 28 31 32 32 30 32 35 36 35 36 37 36 36 38 35 39 40 
3 2 4 5 5 7 13 16 13 14 14 14 13 19 18 21 24 29 29 30 33 32 31 28 28 27 28 26 28 31 27 24 20 22 18 14 17 20 21 18 15 20 23 26 29 26 28 29 32 31 30 29 30 31 30 31 36 38 36 35 34 33 31 33 33 33 34 30 34 34 35 36 38 38 38 35 35 37 38 40 
1 1 1 2 4 4 4 4 4 5 7 7 9 8 7 9 6 8 7 11 16 15 15 12 7 4 5 7 7 10 12 10 13 12 16 14 15 21 19 20 22 23 23 23 25 27 29 30 36 35 33 34 33 34 30 32 29 26 24 23 21 26 24 27 31 30 26 27 22 24 25 31 34 35 32 34 34 36 39 40 
3 3 6 8 7 6 2 2 2 1 2 4 9 10 12 7 9 12 11 12 15 16 12 15 16 15 20 14 16 13 18 24 23 21 21 26 27 26 21 21 17 13 9 10 13 16 14 10 10 13 19 20 25 26 26 28 24 25 23 27 23 21 27 28 31 30 26 27 32 27 33 32 34 33 37 39 38 39 39 40 
1 1 2 2 3 3 4 6 6 10 12 11 17 14 21 16 18 23 18 22 19 16 14 12 11 10 12 14 16 13 11 9 8 8 8 10 10 9 12 7 7 5 7 7 10 15 17 21 24 22 18 17 17 18 20 21 27 31 27 28 26 25 25 25 21 22 23 24 20 24 23 27 30 31 37 38 39 38 39 40 
3 2 3 2 2 4 4 9 8 5 3 5 5 10 9 8 5 5 5 3 3 4 5 5 6 4 3 4 5 11 13 10 9 8 10 10 14 17 15 11 12 17 18 18 18 15 13 12 12 12 12 12 18 21 26 24 25 29 29 31 33 32 31 28 27 30 32 35 37 38 38 35 35 37 36 36 36 38 39 40 
4 6 7 8 4 6 6 5 8 9 6 7 8 9 14 12 14 8 11 14 15 19 21 17 17 18 16 15 13 13 11 14 13 16 20 20 20 20 19 16 18 16 16 21 20 22 21 24 24 25 24 28 27 23 20 24 28 28 27 25 27 27 30 31 30 30 31 31 32 33 35 35 34 35 34 34 37 39 39 40 
1 2 2 3 5 9 15 16 19 19 19 19 18 10 11 13 14 15 12 21 14 14 18 16 8 11 13 13 10 9 8 11 13 13 10 12 12 12 12 7 7 6 8 7 6 9 15 14 16 21 18 19 19 22 24 24 27 26 25 26 31 33 23 28 32 33 34 34 32 30 31 32 30 31 34 34 37 37 39 40 
2 4 4 5 7 8 9 9 9 8 11 12 14 16 16 15 12 14 24 26 30 29 31 29 29 31 32 32 30 32 28 30 30 32 31 30 27 27 25 22 29 28 28 28 30 31 28 27 26 26 28 27 31 31 31 34 35 34 36 35 37 36 37 37 38 38 38 38 37 34 37 35 35 36 35 34 38 36 39 40 
1 2 1 3 4 5 6 10 10 12 17 21 24 27 28 35 37 35 38 37 36 37 36 36 31 28 27 25 23 24 22 23 20 25 28 22 23 23 28 32 30 25 26 27 25 22 21 18 19 24 29 31 32 32 34 33 38 38 39 38 39 39 38 39 39 39 38 37 36 37 36 36 34 31 33 34 34 37 37 40 
1 3 3 7 10 12 15 12 9 7 6 8 9 8 7 7 7 10 11 12 12 12 11 10 11 12 7 4 4 6 8 13 7 7 6 11 11 11 7 5 5 5 8 8 12 17 21 24 29 32 26 27 24 29 29 33 35 33 32 27 29 23 22 22 23 26 23 26 26 27 32 35 37 36 37 35 36 35 38 40 
1 1 1 2 2 2 1 2 5 6 8 8 6 6 5 9 11 14 15 16 19 16 22 25 24 24 25 29 26 22 24 25 27 28 28 28 29 37 36 39 39 36 37 35 33 32 32 32 30 34 32 35 34 34 33 36 38 38 39 38 38 37 34 34 36 33 29 29 28 30 31 33 31 34 36 37 39 39 39 40 
2 2 1 2 2 5 1 2 4 2 3 7 8 11 12 11 13 13 10 11 14 14 15 17 19 19 22 20 27 27 26 32 36 34 33 31 28 29 26 29 30 27 30 28 31 29 32 33 28 29 27 29 23 17 21 23 21 20 19 22 21 18 16 20 26 29 31 28 31 32 30 26 29 30 33 34 36 38 39 40 
2 4 9 11 18 21 18 17 19 20 22 23 21 24 21 21 22 22 23 21 24 25 24 14 14 17 16 15 18 18 11 13 17 18 16 18 15 17 21 19 16 17 21 21 20 22 19 19 24 24 28 29 29 30 33 32 34 34 35 33 33 32 31 28 26 28 26 26 27 26 33 34 35 35 36 35 37 38 38 40 
2 2 5 7 6 7 10 10 12 15 16 19 13 11 13 9 10 9 11 12 12 21 24 26 26 24 22 18 18 19 15 21 18 21 16 20 18 14 13 12 17 16 15 19 19 14 17 17 19 18 21 27 31 31 33 28 32 31 32 30 27 28 29 27 28 29 35 35 35 38 37 38 39 38 39 39 39 39 38 40 
1 1 1 1 2 3 3 1 2 3 5 6 8 8 14 15 14 16 17 20 25 25 28 25 29 26 32 31 25 27 27 30 30 29 24 23 27 26 25 22 14 10 14 14 15 22 18 19 21 19 18 23 19 21 22 27 28 23 23 21 24 24 26 25 26 23 23 22 21 23 24 24 28 31 34 32 34 34 38 40 
2 2 3 3 2 1 2 2 1 3 6 5 3 6 5 4 5 7 8 11 10 11 12 12 12 12 10 7 5 8 10 6 5 4 4 8 6 6 9 12 14 14 15 18 18 18 21 22 26 23 25 30 26 28 28 30 30 29 30 30 36 37 38 38 38 38 39 37 36 34 31 29 32 34 37 39 39 38 39 40 
2 3 1 3 4 10 5 6 9 14 15 13 14 9 5 7 6 12 13 21 26 27 22 19 17 18 23 18 20 20 25 27 26 26 24 23 22 22 26 28 32 30 31 30 32 35 35 35 37 36 34 35 32 35 34 34 32 31 31 34 34 36 35 37 38 35 35 32 33 35 35 34 35 37 33 37 37 37 39 40 
2 1 1 3 1 4 3 3 4 7 7 8 9 5 5 7 6 5 11 13 11 10 6 8 7 8 8 7 13 10 16 14 18 20 25 27 31 35 36 38 39 38 35 31 30 32 34 32 33 32 31 36 34 30 32 31 31 34 32 29 31 31 28 27 28 32 31 25 28 27 27 31 31 34 38 39 39 36 38 40 
1 3 4 4 8 11 4 4 4 7 8 5 3 4 3 3 2 4 6 11 9 8 8 5 6 9 13 14 17 18 15 16 20 21 28 29 26 29 30 27 32 31 29 32 31 31 33 33 33 34 36 37 35 36 39 36 36 35 34 32 32 35 34 38 37 35 35 36 38 37 36 37 38 38 38 37 38 37 38 40 
4 6 9 8 13 14 10 12 11 12 10 16 15 16 16 18 15 15 12 11 7 9 10 13 16 17 21 20 20 22 24 24 26 27 31 27 23 23 15 17 16 18 24 27 20 24 31 32 28 29 29 29 30 22 27 23 23 23 24 27 30 28 26 27 30 28 27 26 29 28 31 33 35 33 35 34 38 37 39 40 
2 1 2 3 5 5 7 6 4 3 4 6 7 13 17 20 23 21 20 26 22 20 22 23 23 24 28 29 27 29 30 29 27 31 30 23 24 22 26 27 27 22 26 29 23 24 26 22 21 21 22 27 21 22 18 17 18 17 17 19 24 28 25 28 25 23 25 26 30 32 35 36 38 37 35 34 37 36 37 40 
2 4 3 3 6 9 10 14 12 11 15 13 15 15 17 16 19 19 21 24 31 32 33 35 36 36 36 34 29 30 29 32 33 32 32 30 31 37 39 39 39 39 38 36 37 33 32 29 30 33 36 39 39 37 35 34 36 35 34 33 36 35 37 35 35 35 32 35 34 32 31 34 36 32 30 31 32 37 37 40 
2 1 1 1 1 2 2 1 1 1 1 2 4 3 5 1 1 1 3 4 5 5 7 7 11 14 16 16 7 8 11 8 10 10 11 14 17 20 25 21 26 28 27 30 29 33 37 35 34 33 30 17 19 21 26 25 28 28 20 20 24 24 24 25 27 22 26 29 26 30 31 30 28 31 32 33 34 34 38 40 
1 1 3 6 10 6 8 9 7 9 8 8 8 7 10 8 8 9 7 13 15 14 17 14 15 16 13 16 20 23 20 18 20 23 26 26 32 30 28 31 31 33 31 30 29 33 33 33 27 27 26 32 35 33 30 33 29 27 26 25 18 20 24 25 27 27 25 30 36 36 36 37 35 37 35 31 33 37 38 40 
1 1 3 5 6 5 5 7 9 13 13 13 14 10 12 10 9 5 5 6 9 8 12 15 19 19 18 19 19 18 19 20 23 21 22 19 14 14 10 9 9 8 7 8 13 14 18 25 22 22 25 29 23 19 16 13 13 15 14 16 19 17 18 21 18 18 23 26 30 35 38 37 37 38 38 38 35 38 39 40 
2 2 5 6 8 7 5 5 6 4 6 6 9 5 3 4 5 9 9 8 8 11 11 9 6 12 14 11 11 12 11 11 8 7 6 11 11 11 13 12 13 21 22 19 15 16 15 12 13 16 17 15 12 17 22 21 20 20 15 16 16 17 21 23 23 22 27 32 36 35 34 38 38 37 37 38 37 38 39 40 
3 3 6 8 7 6 2 4 4 10 12 20 18 16 15 10 13 12 10 11 8 9 7 7 4 5 8 7 8 12 12 15 21 23 20 21 26 24 21 24 22 19 26 27 25 19 21 22 18 16 15 16 15 16 17 15 14 12 10 9 11 12 17 18 23 26 32 28 27 32 30 33 34 35 35 35 36 37 37 40 
2 3 4 10 7 6 9 8 12 13 6 5 9 10 11 13 16 22 19 17 16 13 13 8 9 6 11 12 19 16 13 9 10 13 16 19 20 16 13 16 15 13 11 14 16 19 17 22 16 15 16 16 17 19 22 25 24 29 30 32 34 32 31 32 32 33 36 34 34 33 34 36 33 30 32 33 35 37 38 40 
2 3 3 3 6 8 9 10 14 15 13 13 14 9 12 15 19 17 15 12 16 22 19 20 19 22 20 20 20 17 15 19 18 22 26 25 24 22 24 29 32 34 33 34 35 38 38 39 37 38 38 37 35 37 34 33 34 34 34 32 31 31 31 33 31 32 34 33 33 36 33 35 37 34 34 37 37 39 39 40 
3 5 7 8 6 9 11 11 19 23 20 17 21 24 18 18 15 13 14 13 10 10 10 9 8 8 8 9 5 6 8 4 3 3 3 4 6 8 8 9 12 14 18 21 21 22 28 25 27 28 26 32 29 28 24 26 28 26 26 27 26 23 28 30 29 29 30 31 34 33 31 32 31 34 35 37 37 39 39 40 
3 3 5 4 6 8 6 5 5 8 9 10 12 6 7 11 11 9 8 12 16 17 13 15 16 23 23 22 16 16 14 17 21 19 17 20 26 23 27 23 23 20 15 14 18 17 17 21 17 15 17 15 15 17 14 14 10 16 19 16 13 16 24 25 27 34 34 31 34 35 34 34 33 35 37 38 38 39 39 40 
1 2 2 3 8 8 6 7 6 5 5 10 13 8 9 11 13 13 16 16 20 15 11 14 18 14 16 15 12 12 11 13 13 16 15 12 14 14 14 13 16 13 15 18 13 17 17 12 10 5 5 8 6 7 13 19 15 19 21 23 20 24 26 23 27 34 36 37 36 38 39 39 38 38 38 37 37 38 39 40 
1 3 5 5 3 1 3 5 4 2 2 4 6 3 8 6 7 9 6 10 12 13 15 20 24 23 18 21 21 17 16 16 22 18 17 16 13 15 18 17 13 20 18 20 17 25 27 31 30 29 32 23 22 22 20 17 15 21 23 24 20 19 15 21 29 33 32 31 23 21 24 27 23 26 30 33 34 38 39 40 
4 6 5 7 5 6 11 9 16 15 17 15 14 17 16 20 21 23 23 22 22 22 25 27 24 20 23 24 26 27 30 29 25 25 26 26 28 31 29 31 30 27 32 32 29 31 31 31 31 33 30 33 36 35 37 36 36 38 36 35 35 34 33 32 33 34 34 34 34 32 32 34 35 34 37 39 38 37 37 40 
2 3 2 3 3 2 3 2 2 2 4 4 6 9 11 11 10 5 8 6 3 5 5 4 4 2 2 2 4 5 5 7 7 5 2 3 6 6 8 4 4 4 5 6 8 13 13 8 9 11 13 11 16 20 20 18 18 17 22 23 22 19 20 26 25 22 22 25 26 28 29 33 33 29 28 31 32 36 37 40 
