1 0 0 0
1 2641860 0.0261123 0
2 2641860 0.0261759 0
3 2641860 0.0256206 0
4 2641860 0.0267433 0
5 2641860 0.0251675 0
6 2641860 0.0271203 0
7 2641860 0.0268262 0
8 2641860 0.0245921 0
9 2641860 0.0265786 0
10 2641860 0.0249911 0
11 2641860 0.0252175 0
12 2641860 0.0250551 0
13 2641860 0.0238381 0
14 2641860 0.0249427 0
15 2641860 0.0238627 0
16 2641860 0.0216355 0
17 2641860 0.0221836 0
18 2641860 0.0219588 0
19 2641860 0.0235293 0
20 2641860 0.022396 0
21 2641860 0.0201339 0
22 2641860 0.0210253 0
23 2641860 0.0186444 0
24 2641860 0.0206097 0
25 2641860 0.0166655 0
26 2641860 0.0160368 0
27 2641860 0.0140212 0
28 2641860 0.0171103 0
29 2641860 0.0164619 0
30 2641860 0.015215 0
31 2641860 0.0158532 0
32 2641860 0.0143331 0
33 2641860 0.0134636 0
34 2641860 0.0109552 0
35 2641860 0.0115774 0
36 2641860 0.0137214 0
37 2641860 0.0110176 0
38 2641860 0.0113768 0
39 2641860 0.0118689 0
40 2641860 0.0110797 0
41 2641860 0.00890433 0
42 2641860 0.00735467 0
43 2641860 0.00777823 0
44 2641860 0.00876239 0
45 2641860 0.00910646 0
46 2641860 0.00680619 0
47 2641860 0.00701627 0
48 2641860 0.00641896 0
49 2641860 0.0071355 0
50 2641860 0.005738 0
51 2641860 0.00640685 0
52 2641860 0.00683534 0
53 2641860 0.00519293 0
54 2641860 0.00501086 0
55 2641860 0.00609343 0
56 2641860 0.00482425 0
57 2641860 0.00553512 0
58 2641860 0.00418455 0
59 2641860 0.00404904 0
60 2641860 0.00365992 0
61 2641860 0.0049151 0
62 2641860 0.00376818 0
63 2641860 0.00247591 0
64 2641860 0.00403239 0
65 2641860 0.00421105 0
66 2641860 0.00275791 0
67 2641860 0.00249559 0
68 2641860 0.00335483 0
69 2641860 0.00282188 0
70 2641860 0.00222457 0
71 2641860 0.00241307 0
72 2641860 0.0026118 0
73 2641860 0.0027757 0
74 2641860 0.0020478 0
75 2641860 0.0021852 0
76 2641860 0.00160909 0
77 2641860 0.00257092 0
78 2641860 0.00136116 0
79 2641860 0.00141037 0
80 2641860 0.00192327 0
81 2641860 0.000821012 0
82 2641860 0.00145201 0
83 2641860 0.00132672 0
84 2641860 0.00110188 0
85 2641860 0.0011526 0
86 2641860 0.000909586 0
87 2641860 0.00125934 0
88 2641860 0.00077559 0
89 2641860 0.000916778 0
90 2641860 0.000953873 0
91 2641860 0.00116774 0
92 2641860 0.000822905 0
93 2641860 0.000441734 0
94 2641860 0.000438328 0
95 2641860 0.000735467 0
96 2641860 0.00111134 0
97 2641860 0.000406153 0
98 2641860 0.00090618 0
99 2641860 0.000927755 0
100 2641860 0.000293354 0
101 2641860 0.000582923 0
102 2641860 0.000279349 0
103 2641860 0.000508732 0
104 2641860 0.000445898 0
105 2641860 0.000404639 0
106 2641860 0.000401232 0
107 2641860 0.000132861 0
108 2641860 0.000285405 0
109 2641860 0 0
110 2641860 0.000492078 0
111 2641860 0.000613961 0
112 2641860 0.000145352 0
113 2641860 0.000258908 0
114 2641860 0.000278213 0
115 2641860 0.000358081 0
116 2641860 0 0
117 2641860 0 0
118 2641860 0.000137782 0
119 2641860 0.000257016 0
120 2641860 0 0
