6 0 1 5.07051 0 25.7101 0
7 0 20 5.95372 0 35.5214 0
8 0.00483939 182 6.50567 0.000790878 42.5363 0.0256867
9 0.00301417 1091 7.18427 0.000941724 51.9176 0.014025
10 0.00404435 4515 7.81471 0.00121698 61.5096 0.0208036
11 0.00403361 14520 8.40464 0.00119283 71.2141 0.0223016
12 0.00408987 37696 8.96929 0.00127711 81.2123 0.0232455
13 0.00465952 83040 9.5208 0.00146973 91.6159 0.0280755
14 0.0045131 162394 10.0518 0.00143188 102.23 0.0285298
15 0.00447687 283346 10.5658 0.00143995 113.088 0.0293224
16 0.00480902 458668 11.0559 0.00159174 123.998 0.0321119
17 0.00492344 694758 11.5336 0.00163932 135.118 0.0340896
18 0.00507763 993198 11.9882 0.00170725 146.179 0.0362268
19 0.00512766 1357644 12.4353 0.0017408 157.489 0.0374617
20 0.00527057 1787334 12.8596 0.00179845 168.659 0.0395615
21 0.00536366 2274786 13.2766 0.00184636 180.021 0.0410772
22 0.00548056 2813511 13.6794 0.0019044 191.388 0.0427637
23 0.00554162 3389496 14.0672 0.0019322 202.674 0.0441676
24 0.00564346 4008194 14.4434 0.00197699 213.961 0.0459157
25 0.0057071 4645538 14.8101 0.00201404 225.299 0.0470635
26 0.00578842 5293614 15.1616 0.00205599 236.464 0.0484852
27 0.00587537 5946157 15.5028 0.00209125 247.592 0.0500618
28 0.00592745 6606776 15.8359 0.00211825 258.714 0.0512354
29 0.00597638 7246281 16.1568 0.00214194 269.719 0.0523423
30 0.00601166 7877880 16.4681 0.00215892 280.619 0.0533708
31 0.00607874 8482954 16.7697 0.00219132 291.425 0.0546088
32 0.00614424 9060033 17.0624 0.00222296 302.148 0.055812
33 0.00615682 9602948 17.345 0.00222674 312.702 0.0566415
34 0.00623264 10111813 17.6191 0.00226301 323.159 0.0578886
35 0.00626419 10590482 17.8855 0.00228016 333.5 0.0587323
36 0.00628655 11025602 18.1413 0.00229149 343.643 0.0595313
37 0.00635945 11426547 18.3946 0.00232391 353.841 0.0607338
38 0.00637674 11792479 18.6351 0.00233331 363.688 0.0614231
39 0.00640438 12118925 18.8709 0.0023482 373.527 0.062187
40 0.00644527 12400087 19.1001 0.00236588 383.237 0.0630843
