6 0 1 5.44231 0 29.6187 0
7 0 17 5.84442 0 34.2301 0
8 0.00529219 172 6.52086 0.000975089 42.722 0.0275639
9 0.00726697 1064 7.13768 0.0023125 51.3324 0.0327148
10 0.00740876 4535 7.76655 0.0021601 60.8246 0.0386663
11 0.0071945 14739 8.37005 0.00218511 70.7248 0.0391129
12 0.00724395 37862 8.93474 0.00223173 80.6837 0.0418049
13 0.00763905 83583 9.48809 0.00239627 91.1063 0.0461516
14 0.0080312 161015 10.0103 0.00258645 101.55 0.0501818
15 0.00825359 283762 10.5158 0.0026825 112.22 0.0536033
16 0.00866735 458331 11.0039 0.00287337 123.062 0.0580866
17 0.00894192 694258 11.4715 0.00300491 133.933 0.061609
18 0.00909543 993531 11.9332 0.00306577 145.127 0.0647274
19 0.00927399 1361188 12.3703 0.00315568 156.18 0.0677007
20 0.0095003 1788732 12.794 0.00327297 167.321 0.0707232
21 0.00960991 2272884 13.2057 0.00332787 178.514 0.0732682
22 0.00978999 2812349 13.6029 0.00341423 189.703 0.0761712
23 0.00997087 3392021 13.9859 0.00350056 200.842 0.0791149
24 0.0101337 4003149 14.3598 0.00358138 212.046 0.0817533
25 0.0102282 4645512 14.7192 0.00362363 223.126 0.0842137
26 0.0103384 5298958 15.07 0.00367299 234.239 0.0865478
27 0.0104124 5952254 15.4091 0.00371972 245.272 0.0883638
28 0.0105892 6605494 15.7367 0.00380072 256.217 0.0911155
29 0.0106482 7247826 16.0515 0.00383361 266.978 0.092885
30 0.010801 7874945 16.3595 0.00390308 277.765 0.0953916
31 0.0108621 8478696 16.6572 0.00393373 288.406 0.0972021
32 0.0109744 9057877 16.9473 0.00398113 299.006 0.0994444
33 0.0110473 9598096 17.2243 0.00401798 309.346 0.101167
34 0.0111263 10108773 17.4983 0.00406156 319.764 0.102855
35 0.0111928 10590937 17.7595 0.00408769 329.899 0.104618
36 0.0112663 11029137 18.0147 0.00412619 339.976 0.106239
37 0.0113508 11432835 18.2613 0.00417111 349.899 0.107879
38 0.011377 11788127 18.5015 0.00417934 359.717 0.109284
39 0.0114492 12114696 18.7328 0.00421613 369.356 0.110776
40 0.0115276 12399328 18.9564 0.00424939 378.812 0.112415
