6 0 1 5.36026 0 28.7323 0
7 0.0271795 15 5.74726 0.00869625 33.4307 0.104117
8 0.0145048 153 6.47844 0.00437854 42.3279 0.0646302
9 0.0070531 1059 7.15279 0.00204405 51.5307 0.0334313
10 0.00580597 4589 7.78979 0.00175073 61.1735 0.0296819
11 0.00722367 14469 8.37925 0.00219514 70.8756 0.0393307
12 0.00663735 38136 8.94893 0.00204717 80.9181 0.0383574
13 0.00702645 83418 9.49439 0.00221264 91.2045 0.0423398
14 0.00740274 161892 10.0181 0.00238544 101.687 0.0462487
15 0.00767365 283536 10.5238 0.00251629 112.362 0.0495673
16 0.0076083 458751 11.0178 0.00251025 123.303 0.0510331
17 0.0079676 693488 11.487 0.00266951 134.234 0.0550459
18 0.00799236 992691 11.9457 0.00269283 145.358 0.0567787
19 0.00825517 1358979 12.3858 0.00281721 156.497 0.0601145
20 0.00843508 1787435 12.8074 0.00289648 167.574 0.0629675
21 0.00856704 2274743 13.2235 0.00295833 178.893 0.0654835
22 0.00870836 2811935 13.6194 0.00303066 190.05 0.0679273
23 0.00882649 3389791 14.0087 0.00309565 201.364 0.0700947
24 0.00899664 4004023 14.3819 0.0031725 212.557 0.0727749
25 0.00910314 4643338 14.7444 0.00322022 223.735 0.0749622
26 0.00920159 5292257 15.095 0.00326725 234.859 0.0770934
27 0.00933028 5950961 15.432 0.00332873 245.834 0.0792931
28 0.00942565 6606758 15.7593 0.00337713 256.775 0.0812233
29 0.00950249 7250368 16.079 0.00341965 267.703 0.0829213
30 0.00956883 7878656 16.3884 0.00344662 278.523 0.0847285
31 0.00974761 8483550 16.683 0.00352857 289.098 0.0872287
32 0.00976058 9046945 16.9757 0.00354465 299.781 0.0883497
33 0.00986759 9596314 17.2533 0.00358845 310.15 0.090373
34 0.00989778 10118448 17.5283 0.00360425 320.609 0.0917014
35 0.00999284 10586937 17.7891 0.00364778 330.747 0.0933847
36 0.0100244 11029710 18.0473 0.00366616 340.933 0.0946481
37 0.0100844 11433340 18.2929 0.00369927 350.829 0.095971
38 0.0101517 11790935 18.5347 0.0037269 360.716 0.0975607
39 0.0102007 12109145 18.7669 0.003747 370.379 0.0988768
40 0.0102432 12397503 18.9913 0.00377186 379.885 0.0999817
