1 0 0 0
1 968856720 0.0260576 0
2 968856720 0.0262118 0
3 968856720 0.0263298 0
4 968856720 0.0264572 0
5 968856720 0.0266116 0
6 968856720 0.0266795 0
7 968856720 0.0268829 0
8 968856720 0.0270243 0
9 968856720 0.0271252 0
10 968856720 0.0274128 0
11 968856720 0.0274542 0
12 968856720 0.0277476 0
13 968856720 0.0277708 0
14 968856720 0.0278819 0
15 968856720 0.0279688 0
16 968856720 0.0279831 0
17 968856720 0.0281541 0
18 968856720 0.0280532 0
19 968856720 0.0278289 0
20 968856720 0.0277711 0
21 968856720 0.0274558 0
22 968856720 0.0272103 0
23 968856720 0.0269396 0
24 968856720 0.0264244 0
25 968856720 0.026015 0
26 968856720 0.0255622 0
27 968856720 0.0250647 0
28 968856720 0.0243708 0
29 968856720 0.0239886 0
30 968856720 0.0234047 0
31 968856720 0.0227471 0
32 968856720 0.0220842 0
33 968856720 0.0213423 0
34 968856720 0.020857 0
35 968856720 0.0202021 0
36 968856720 0.0196029 0
37 968856720 0.0187728 0
38 968856720 0.0181899 0
39 968856720 0.0174793 0
40 968856720 0.01688 0
