1 2.34058
2 4.17754
3 6.41667
4 9.07609
5 11.8261
6 14.6232
7 18.0435
8 21.4674
9 24.8696
10 28.1087
11 31.0978
12 33.6957
13 36.058
14 38.0217
15 40
