8 0.779487 1 0.75641 0.6076 0.572156 0.589612
9 0.755581 17 1.24947 0.573734 1.74285 0.922298
10 0.732234 42 1.46905 0.542913 2.54773 1.02776
11 0.705894 154 1.78067 0.511948 4.30258 1.13735
12 0.688582 384 2.03206 0.487587 5.43073 1.27202
13 0.671867 840 2.30002 0.468693 7.2477 1.3685
14 0.660217 1596 2.50591 0.454517 8.54631 1.45709
15 0.646821 2736 2.7326 0.436935 9.97375 1.56219
16 0.635945 4615 2.94526 0.423305 11.5718 1.65115
17 0.623654 6833 3.18699 0.410308 13.7384 1.72564
18 0.608326 9989 3.49474 0.393219 16.5345 1.8268
19 0.598157 13504 3.73824 0.381328 18.9408 1.91293
20 0.583085 17858 4.04447 0.365457 22.1935 1.99507
21 0.570181 22386 4.32406 0.352061 25.3942 2.06583
22 0.557532 28260 4.63543 0.339117 29.2202 2.14508
23 0.543422 33987 4.95579 0.32528 33.3271 2.21308
24 0.531429 40305 5.26092 0.313686 37.5454 2.27746
25 0.518492 46566 5.60426 0.301807 42.8359 2.33309
26 0.504275 52759 5.97826 0.288864 48.5508 2.39487
27 0.494058 59388 6.28138 0.279997 53.734 2.43811
28 0.48122 66081 6.63728 0.269131 59.9281 2.47808
29 0.470768 72171 6.96765 0.260077 66.0395 2.52104
30 0.458412 78899 7.33328 0.249654 72.8554 2.5604
31 0.448474 84547 7.67091 0.241847 79.871 2.58801
32 0.438487 91111 8.00802 0.233966 86.9307 2.61594
33 0.427291 95724 8.38738 0.225534 95.1505 2.63767
34 0.416356 101095 8.7469 0.217456 103.541 2.64299
35 0.40645 105787 9.11249 0.209973 111.987 2.66505
36 0.397613 109756 9.44737 0.203352 119.998 2.68303
37 0.387541 113538 9.82035 0.196321 129.597 2.68524
38 0.377534 118050 10.212 0.189675 139.912 2.68169
39 0.369408 120940 10.5449 0.184004 149.089 2.68299
40 0.359566 123883 10.9147 0.177654 159.126 2.67381
