7 0.726923 1 1.46154 0.528417 2.13609 1.06243
8 0.820513 1 0.561538 0.673241 0.315325 0.46075
9 0.770696 7 0.975641 0.597909 1.07923 0.73071
10 0.762963 36 1.28209 0.58914 2.21686 0.917127
11 0.737005 162 1.55371 0.554054 3.2383 1.05329
12 0.71575 361 1.82396 0.526154 4.68473 1.17277
13 0.698627 817 2.05456 0.501775 5.62174 1.30245
14 0.686925 1630 2.23033 0.486193 6.59963 1.38664
15 0.666666 2793 2.52741 0.460698 8.61801 1.50344
16 0.65338 4489 2.78365 0.444546 10.4665 1.61061
17 0.642056 7057 2.98551 0.430741 11.9642 1.69183
18 0.622556 10022 3.32235 0.408305 14.9413 1.79938
19 0.60628 13517 3.6511 0.390071 17.9838 1.90773
20 0.594046 17923 3.91429 0.376583 20.6989 1.98913
21 0.579616 22806 4.22956 0.36196 24.3746 2.06532
22 0.565649 28081 4.55003 0.347016 28.1302 2.15251
23 0.551559 34033 4.86764 0.333415 32.363 2.21252
24 0.539348 39929 5.18717 0.321374 36.6995 2.28594
25 0.524939 46427 5.54606 0.307943 41.9432 2.34903
26 0.512446 52772 5.87417 0.296133 47.0173 2.4062
27 0.499587 59928 6.22762 0.284923 52.8718 2.45466
28 0.487373 66229 6.57634 0.273999 58.8187 2.50546
29 0.475506 72664 6.9223 0.263895 65.1411 2.54483
30 0.464451 78832 7.27328 0.254836 71.939 2.57971
31 0.452721 84724 7.63124 0.245489 79.1772 2.60436
32 0.440721 90097 8.01981 0.235974 87.2697 2.63309
33 0.430494 96351 8.35323 0.227594 94.3566 2.66117
34 0.419646 101306 8.72375 0.219539 102.762 2.67602
35 0.409004 105557 9.09966 0.211857 111.646 2.68626
36 0.398824 110253 9.47415 0.204534 120.9 2.69442
37 0.390201 114305 9.8174 0.198342 129.527 2.7069
38 0.380162 117928 10.2015 0.191574 139.752 2.70269
39 0.371 120780 10.5615 0.185304 149.446 2.70231
40 0.362219 123754 10.914 0.179098 159 2.70727
